asset_id	game	asset_class	path_or_filename	source_title	source_url	owner	license	h2_status	start_sec	end_sec	has_audio	notes
garden:bug_butterfly:clip	Garden Explorer	video	bug_butterfly.ogv	Butterfly resting on flower.webm	https://commons.wikimedia.org/wiki/File:Butterfly_resting_on_flower.webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	19.6	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_ant:clip	Garden Explorer	video	bug_ant.ogv	Ants on dandelion.webm	https://commons.wikimedia.org/wiki/File:Ants_on_dandelion.webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	20.0	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_aphid:clip	Garden Explorer	video	bug_aphid.ogv	Ken-Burns pan of in-game portrait/tile art	game/assets/portraits/bug_aphid.png	Project / Sprout Lands-derived portraits	OWN	CLEAR	0	19.8	True	{'footage_type': 'ken_burns'} | Bug education
garden:bug_caterpillar:clip	Garden Explorer	video	bug_caterpillar.ogv	Time-lapse of a caterpillar eating a basil.ogv	https://commons.wikimedia.org/wiki/File:Time-lapse_of_a_caterpillar_eating_a_basil.ogv	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	18.6	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_spider:clip	Garden Explorer	video	bug_spider.ogv	Garden spider in the UK.webm	https://commons.wikimedia.org/wiki/File:Garden_spider_in_the_UK.webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	19.7	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_grasshopper:clip	Garden Explorer	video	bug_grasshopper.ogv	Rammeihippus dinaricus -- Dinarian Grasshopper.webm	https://commons.wikimedia.org/wiki/File:Rammeihippus_dinaricus_--_Dinarian_Grasshopper.webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.5	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_snail:clip	Garden Explorer	video	bug_snail.ogv	Snail crawling on a leaf in Asuka Village, Nara, Japan (May 2025).webm	https://commons.wikimedia.org/wiki/File:Snail_crawling_on_a_leaf_in_Asuka_Village,_Nara,_Japan_(May_2025).webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	16.5	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:bug_praying_mantis:clip	Garden Explorer	video	bug_praying_mantis.ogv	Praying mantis (Mantis religiosa) in Quebec.webm	https://commons.wikimedia.org/wiki/File:Praying_mantis_(Mantis_religiosa)_in_Quebec.webm	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	21.6	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'} | Bug education
garden:lettuce_harvest:clip	Garden Explorer	video	lettuce_harvest.ogv	Lettuce Harvest (34781274543).jpg	https://upload.wikimedia.org/wikipedia/commons/0/05/Lettuce_Harvest_%2834781274543%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	15.3	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Lettuce
garden:pea_harvest:clip	Garden Explorer	video	pea_harvest.ogv	Black-eyed pea pods on plant in Hong Kong.jpg	https://upload.wikimedia.org/wikipedia/commons/5/52/Black-eyed_pea_pods_on_plant_in_Hong_Kong.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	16.2	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Pea — POOR FIT: Black-eyed pea photo
garden:radish_harvest:clip	Garden Explorer	video	radish_harvest.ogv	PH-02- Radish Ground Harvest (KSC-20201214-PH-KLS01 0017).jpg	https://upload.wikimedia.org/wikipedia/commons/f/f0/PH-02-_Radish_Ground_Harvest_%28KSC-20201214-PH-KLS01_0017%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	18.2	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Radish
garden:carrot_harvest:clip	Garden Explorer	video	carrot_harvest.ogv	Carrot Harvest (2079531862).jpg	https://upload.wikimedia.org/wikipedia/commons/d/d4/Carrot_Harvest_%282079531862%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	16.9	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Carrot
garden:spinach_harvest:clip	Garden Explorer	video	spinach_harvest.ogv	Harvesting spinach - geograph.org.uk - 3012198.jpg	https://upload.wikimedia.org/wikipedia/commons/6/69/Harvesting_spinach_-_geograph.org.uk_-_3012198.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.1	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Spinach
garden:onion_harvest:clip	Garden Explorer	video	onion_harvest.ogv	Onion harvest in Bavaria 1.jpg	https://upload.wikimedia.org/wikipedia/commons/4/42/Onion_harvest_in_Bavaria_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	16.1	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Onion
garden:cabbage_harvest:clip	Garden Explorer	video	cabbage_harvest.ogv	Recently harvested cabbage field - geograph.org.uk - 2252180.jpg	https://upload.wikimedia.org/wikipedia/commons/2/26/Recently_harvested_cabbage_field_-_geograph.org.uk_-_2252180.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	16.2	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Cabbage
garden:strawberry_harvest:clip	Garden Explorer	video	strawberry_harvest.ogv	Aardbeien.ogv	https://upload.wikimedia.org/wikipedia/commons/e/ea/Aardbeien.ogv?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.7	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Strawberry
garden:tomato_harvest:clip	Garden Explorer	video	tomato_harvest.ogv	A farmer explaining a good tomato harvest.webm	https://upload.wikimedia.org/wikipedia/commons/5/50/A_farmer_explaining_a_good_tomato_harvest.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	18.1	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Tomato
garden:corn_harvest:clip	Garden Explorer	video	corn_harvest.ogv	Aerial view of corn harvesting in Northern Illinois USA.webm	https://upload.wikimedia.org/wikipedia/commons/8/8e/Aerial_view_of_corn_harvesting_in_Northern_Illinois_USA.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	16.1	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Corn
garden:cucumber_harvest:clip	Garden Explorer	video	cucumber_harvest.ogv	A unique combine to harvest cucumbers was displayed for the press (FL45798464).jpg	https://upload.wikimedia.org/wikipedia/commons/0/03/A_unique_combine_to_harvest_cucumbers_was_displayed_for_the_press_%28FL45798464%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	15.8	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Cucumber — POOR FIT: Machinery press photo
garden:bean_harvest:clip	Garden Explorer	video	bean_harvest.ogv	Black-eyed pea pods on plant in Hong Kong.jpg	https://upload.wikimedia.org/wikipedia/commons/5/52/Black-eyed_pea_pods_on_plant_in_Hong_Kong.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	17.0	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Bean — POOR FIT: Reused black-eyed pea photo
garden:bell_pepper_harvest:clip	Garden Explorer	video	bell_pepper_harvest.ogv	Starr-200618-7750-Capsicum annuum-red bell pepper harvest from veggie garden-Hawea Pl Olinda-Maui (50336358332).jpg	https://upload.wikimedia.org/wikipedia/commons/7/74/Starr-200618-7750-Capsicum_annuum-red_bell_pepper_harvest_from_veggie_garden-Hawea_Pl_Olinda-Maui_%2850336358332%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	17.5	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Bell Pepper
